path,game_key,asset_class,treatment,stages_run,colors_before,colors_after,lint_before_overall,lint_after_overall,final_status,triage,notes
src/Presentation/assets/sprites_16bf/items_16x16/oryx_16bit_fantasy_items_4001.png,club,item,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",15,15,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""WARN"", ""A5"": ""WARN"", ""A6"": ""FAIL"", ""A4_color_count"": 15, ""A5_near_color_pairs"": 3, ""A6_outline_fraction"": 0.5714}"
src/Presentation/assets/sprites_16bf/items_16x16/oryx_16bit_fantasy_items_4002.png,,item,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",8,8,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""FAIL"", ""A4_color_count"": 8, ""A5_near_color_pairs"": 2, ""A6_outline_fraction"": 0.3571}"
src/Presentation/assets/sprites_16bf/items_16x16/oryx_16bit_fantasy_items_4003.png,,item,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",21,21,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""WARN"", ""A5"": ""WARN"", ""A6"": ""FAIL"", ""A4_color_count"": 21, ""A5_near_color_pairs"": 5, ""A6_outline_fraction"": 0.1765}"
src/Presentation/assets/sprites_16bf/items_16x16/oryx_16bit_fantasy_items_4004.png,,item,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",10,10,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""WARN"", ""A6"": ""FAIL"", ""A4_color_count"": 10, ""A5_near_color_pairs"": 5, ""A6_outline_fraction"": 0.7742}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_3001.png,floor_worn,decal,tier3_skip_expected,none,,,,FAIL (not attempted),nonconformant,redesign,Known Tier-3 per spec; not run through pipeline.
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5001.png,Anvil,prop,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,10,10,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""WARN"", ""A5"": ""PASS"", ""A6"": ""PASS"", ""A4_color_count"": 10, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 0.96}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5002.png,Armor Stand,prop,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,7,7,FAIL,PASS,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""PASS"", ""A4_color_count"": 7, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 1.0}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5005.png,Bucket,prop,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,7,7,FAIL,PASS,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""PASS"", ""A4_color_count"": 7, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 0.875}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5007.png,Chain,prop,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,4,4,FAIL,PASS,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""PASS"", ""A4_color_count"": 4, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 0.973}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5008.png,Coal Pile,decal,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,5,5,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""WARN"", ""A6"": ""EXEMPT"", ""A4_color_count"": 5, ""A5_near_color_pairs"": 4, ""A6_outline_fraction"": """"}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5010.png,Drain,decal,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,5,5,FAIL,PASS,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""EXEMPT"", ""A4_color_count"": 5, ""A5_near_color_pairs"": 1, ""A6_outline_fraction"": """"}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5011.png,Forge,prop,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,9,9,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""WARN"", ""A5"": ""PASS"", ""A6"": ""PASS"", ""A4_color_count"": 9, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 0.9355}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5012.png,Globe,prop,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,9,9,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""WARN"", ""A5"": ""PASS"", ""A6"": ""PASS"", ""A4_color_count"": 9, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 1.0}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5014.png,Grate,decal,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,5,5,FAIL,PASS,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""EXEMPT"", ""A4_color_count"": 5, ""A5_near_color_pairs"": 1, ""A6_outline_fraction"": """"}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5015.png,Iron Bars,prop,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,6,6,FAIL,PASS,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""PASS"", ""A4_color_count"": 6, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 0.9091}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5016.png,Moss,decal,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,5,5,FAIL,PASS,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""EXEMPT"", ""A4_color_count"": 5, ""A5_near_color_pairs"": 1, ""A6_outline_fraction"": """"}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5039.png,key_item,world_tile,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,6,6,FAIL,PASS,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""EXEMPT"", ""A4_color_count"": 6, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": """"}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5051.png,chair,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",21,14,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""WARN"", ""A6"": ""WARN"", ""A4_color_count"": 14, ""A5_near_color_pairs"": 3, ""A6_outline_fraction"": 0.6}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5052.png,table,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",15,10,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""WARN"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 10, ""A5_near_color_pairs"": 1, ""A6_outline_fraction"": 0.5179}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5053.png,table,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",30,23,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""FAIL"", ""A6"": ""WARN"", ""A4_color_count"": 23, ""A5_near_color_pairs"": 10, ""A6_outline_fraction"": 0.1067}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5054.png,table,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",19,12,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 12, ""A5_near_color_pairs"": 2, ""A6_outline_fraction"": 0.3019}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5055.png,table,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",17,11,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 11, ""A5_near_color_pairs"": 1, ""A6_outline_fraction"": 0.4219}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5056.png,chair,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",20,10,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""WARN"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 10, ""A5_near_color_pairs"": 2, ""A6_outline_fraction"": 0.1463}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5057.png,chair,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",11,7,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 7, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 0.0}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5058.png,bed,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",20,10,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""WARN"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 10, ""A5_near_color_pairs"": 1, ""A6_outline_fraction"": 0.0476}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5059.png,bed,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",21,14,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""WARN"", ""A6"": ""PASS"", ""A4_color_count"": 14, ""A5_near_color_pairs"": 3, ""A6_outline_fraction"": 0.8689}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5060.png,bench,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",20,10,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""WARN"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 10, ""A5_near_color_pairs"": 2, ""A6_outline_fraction"": 0.0614}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5061.png,bench,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",19,13,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""WARN"", ""A6"": ""WARN"", ""A4_color_count"": 13, ""A5_near_color_pairs"": 5, ""A6_outline_fraction"": 0.2842}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5062.png,desk,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",22,15,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 15, ""A5_near_color_pairs"": 2, ""A6_outline_fraction"": 0.3929}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5063.png,desk,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",24,19,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 19, ""A5_near_color_pairs"": 2, ""A6_outline_fraction"": 0.1194}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5064.png,desk,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",19,12,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""PASS"", ""A6"": ""PASS"", ""A4_color_count"": 12, ""A5_near_color_pairs"": 2, ""A6_outline_fraction"": 0.7797}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5065.png,cage,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",8,8,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""WARN"", ""A6"": ""WARN"", ""A4_color_count"": 8, ""A5_near_color_pairs"": 3, ""A6_outline_fraction"": 0.1719}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5066.png,cage,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",6,6,FAIL,WARN,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""PASS"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 6, ""A5_near_color_pairs"": 2, ""A6_outline_fraction"": 0.0}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5067.png,glowing_mushroom,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",16,12,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 12, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 0.0}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5068.png,glowing_mushroom,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",21,12,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""WARN"", ""A6"": ""WARN"", ""A4_color_count"": 12, ""A5_near_color_pairs"": 3, ""A6_outline_fraction"": 0.0}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5069.png,glowing_mushroom,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",20,11,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""PASS"", ""A6"": ""WARN"", ""A4_color_count"": 11, ""A5_near_color_pairs"": 0, ""A6_outline_fraction"": 0.3585}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5070.png,mural_wood_cool,prop,staged_1to1,phase2_staged(clean+snap already applied in commit 2b7c2e9); re-verified here,11,11,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""WARN"", ""A6"": ""PASS"", ""A4_color_count"": 11, ""A5_near_color_pairs"": 4, ""A6_outline_fraction"": 1.0}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5071.png,mural_gold_warm,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",30,22,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""WARN"", ""A6"": ""WARN"", ""A4_color_count"": 22, ""A5_near_color_pairs"": 5, ""A6_outline_fraction"": 0.0}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5072.png,mural_gold_warm,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",16,13,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""WARN"", ""A6"": ""WARN"", ""A4_color_count"": 13, ""A5_near_color_pairs"": 3, ""A6_outline_fraction"": 0.55}"
src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5073.png,mural_gold_warm,prop,fresh_pipeline,"clean:no-op(0 partial-alpha at baseline, verified);snap:applied fresh",17,14,FAIL,FAIL,PENDING,,"{""A1"": ""PASS"", ""A2"": ""PASS"", ""A3"": ""PASS"", ""A4"": ""FAIL"", ""A5"": ""WARN"", ""A6"": ""PASS"", ""A4_color_count"": 14, ""A5_near_color_pairs"": 6, ""A6_outline_fraction"": 0.8659}"
